"displacement","position","xPushDuration","xPullDuration","yPushDuration","yPullDuration","zPushDuration","zPullDuration"
"336",125,731,3000,38600,5000,7119.3,38600,13000
"337",125,752,3000,5000,5000,7119.3,38600,13000
"338",125,772,3000,5000,5000,3500,38600,13000
"339",125,793,3000,5000,5000,3500,38600,13000
"340",125,814,3000,5000,5000,3500,6000,38600
"341",125,835,3000,5000,5000,3500,6000,38600
"342",125,856,3000,5000,5000,3500,6000,38600
"343",125,877,3000,5000,5000,3500,6000,38600
"344",125,898,3000,5000,5000,3500,16199.8,38600
"345",125,919,3000,5000,5000,3500,6000,38600
"346",125,939,3000,5000,5000,3500,6000,38600
"347",125,960,3000,5000,5000,3500,6000,38600
"348",125,981,3000,5000,5000,3500,6000,35758.5
"349",125,1002,3000,5000,5000,3500,6000,35758.5
"350",125,1023,3000,38600,19906.1,3500,23249.6,23720.6
"351",146,0,38600,38600,19906.1,11335.2,23249.6,23720.6
"352",146,21,38600,38600,20191.8,12377.6,23326.8,23720.6
"353",146,42,38600,38600,20493,13566.8,23396.3,23720.6
"354",146,63,38561.4,38600,20801.8,14925.7,23481.2,23720.6
"355",146,84,37719.7,38600,21126.1,16500.9,23566.2,23720.6
"356",146,104,37055.7,38600,21450.5,21983.2,23651.1,23720.6
"357",146,125,36507.5,38600,21805.6,24492.7,23743.7,23720.6
"358",146,146,36129.1,38600,22176.3,27465.5,23844.1,23720.6
"359",146,167,35912.9,38600,22562.4,31025.2,23952.2,23720.6
"360",146,188,35882,38600,22971.6,35272,24068.1,23720.6
"361",146,209,36059.6,38600,23404,38600,24191.6,23720.6
"362",146,230,36499.7,38600,23859.6,38600,24330.6,23720.6
"363",146,251,37271.9,38600,24346,38600,24469.6,23720.6
"364",146,271,38391.5,38600,24855.7,38600,24616.3,23720.6
"365",146,292,38600,38600,25457.9,38600,24786.2,23720.6
"366",146,313,38600,38600,26145.1,38600,24971.5,23720.6
"367",146,334,38600,38600,26963.6,38600,25172.2,23720.6
"368",146,355,38600,38600,27959.7,38600,25388.4,23720.6
"369",146,376,38600,38600,29226,38600,25635.5,13000
"370",146,397,38600,38600,30909.3,38600,25905.8,13000
"371",146,418,38600,38600,33303,38600,26206.9,13000
"372",146,438,38600,38600,36677.3,38600,26538.9,13000
"373",146,459,38600,38600,37078.9,38600,26925,13000
"374",146,480,19489.2,38600,37078.9,38600,27380.6,13000
"375",146,501,18802,38600,37812.4,38600,27905.7,13000
"376",146,522,18253.7,38600,37812.4,38600,28531.1,13000
"377",146,543,18053,38600,38600,38600,29295.5,13000
"378",146,564,18392.7,38600,38600,38600,30245.3,13000
"379",146,585,26909.6,38600,38600,38600,31442.1,13000
"380",146,605,24114.4,38600,38600,38600,32916.9,13000
"381",146,626,3000,38600,23929.1,38600,34986.3,13000
"382",146,647,3000,38600,23929.1,31303.1,37912.8,13000
"383",146,668,3000,38600,23929.1,31303.1,37912.8,13000
"384",146,689,3000,38600,5000,19844.4,37912.8,13000
"385",146,710,3000,38600,5000,19844.4,37179.2,13000
"386",146,731,3000,38600,5000,7119.3,38600,13000
"387",146,752,3000,5000,5000,7119.3,38600,13000
"388",146,772,3000,5000,5000,3500,38600,13000
"389",146,793,3000,5000,5000,3500,38600,13000
"390",146,814,3000,5000,5000,3500,38600,38600
"391",146,835,3000,5000,5000,3500,6000,38600
"392",146,856,3000,5000,5000,3500,6000,38600
"393",146,877,3000,5000,5000,3500,6000,38600
"394",146,898,3000,5000,5000,3500,16199.8,38600
"395",146,919,3000,5000,5000,3500,6000,38600
"396",146,939,3000,5000,5000,3500,6000,38600
"397",146,960,3000,5000,5000,3500,6000,35758.5
"398",146,981,3000,5000,5000,3500,6000,35758.5
"399",146,1002,3000,5000,5000,3500,6000,35758.5
"400",146,1023,3000,38600,21527.7,3500,23589.3,23720.6
"401",167,0,38600,38600,21527.7,3500,23589.3,23720.6
"402",167,21,38600,38600,21844.2,12377.6,23666.5,23720.6
"403",167,42,38600,38600,22168.6,13566.8,23751.5,23720.6
"404",167,63,38561.4,38600,22508.3,14925.7,23836.4,23720.6
"405",167,84,37719.7,38600,22871.2,21983.2,23929.1,23720.6
"406",167,104,37055.7,38600,23218.7,21983.2,24029.4,23720.6
